s,p,o,weight,model
ex:coin_3575,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_3833,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_3833,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_3834,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_3834,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_3835,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_3835,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_3840,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_3840,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_3863,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_3863,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_3864,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_3864,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_3911,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_3911,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4164,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4164,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4165,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4165,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4166,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4166,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4167,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4167,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4440,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4440,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4441,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4441,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4442,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4442,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4443,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4443,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4584,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4584,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_4585,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4585,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4589,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4589,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_4601,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4601,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_4602,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4602,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_4628,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4628,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_4711,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4711,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4712,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4712,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_4713,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4713,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_4735,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4735,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4736,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4736,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4866,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4866,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4867,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4867,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4889,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4889,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4890,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4890,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_4891,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4891,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_4956,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4956,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4957,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4957,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4958,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4958,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4959,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4959,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4960,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4960,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_4961,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4961,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4962,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4962,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4963,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4963,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4964,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4964,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_4965,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_4965,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_5015,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5015,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5016,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5016,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5017,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5017,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5064,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5064,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_5316,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5316,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_5389,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5389,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5403,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5403,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_5437,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5437,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5442,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5442,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5446,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5446,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_5481,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5481,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_5482,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5482,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5591,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5591,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_5592,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5592,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_5593,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5593,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5618,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5618,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5639,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5639,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_5652,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5652,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_5692,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5692,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_5831,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5831,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_5929,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_5929,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_6090,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6090,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_6114,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6114,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_6153,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6153,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_6160,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6160,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_6195,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6195,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_6221,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6221,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_6231,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6231,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_6385,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6385,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_6437,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6437,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_6440,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6440,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_6507,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6507,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_6527,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6527,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_6531,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6531,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_6538,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6538,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_6581,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6581,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_6586,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6586,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_6588,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6588,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_6594,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6594,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_6671,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6671,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_6783,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6783,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_6866,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6866,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_6867,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6867,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_6900,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6900,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_6911,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_6911,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_7475,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7475,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_7512,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7512,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_7758,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7758,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_7759,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7759,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_7760,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7760,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_7761,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7761,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_7772,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7772,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_7915,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7915,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_7946,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7946,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_7957,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_7957,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_8196,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8196,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8197,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8197,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8198,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8198,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8199,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8199,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8200,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8200,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8201,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8201,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8202,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8202,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8203,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8203,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8204,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8204,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8205,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8205,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8206,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8206,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8207,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8207,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8208,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8208,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8209,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8209,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8210,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8210,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8211,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8211,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8212,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8212,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8213,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8213,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8214,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8214,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8215,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8215,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8216,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8216,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8217,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8217,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8218,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8218,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8219,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8219,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8220,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8220,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_8221,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8221,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_8222,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8222,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_8298,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8298,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8299,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8299,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8300,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8300,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8301,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8301,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8302,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8302,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8384,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8384,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_8547,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8547,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8567,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8567,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_8594,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8594,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8607,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8607,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_8703,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8703,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8704,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8704,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_8705,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8705,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_8706,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8706,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_8707,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8707,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_8713,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8713,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8720,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8720,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8747,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8747,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8775,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8775,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8786,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8786,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_8911,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8911,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_8957,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_8957,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_9010,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9010,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9024,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9024,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9063,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9063,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_9084,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9084,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_9087,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9087,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9092,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9092,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_9100,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9100,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9101,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9101,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9121,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9121,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9190,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9190,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_9227,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9227,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_9286,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9286,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_9341,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9341,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_9460,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9460,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_9671,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9671,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_9827,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9827,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9828,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9828,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_9834,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9834,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9876,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9876,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9914,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9914,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9927,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9927,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_9987,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_9987,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_10142,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10142,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_10156,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10156,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_10354,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10354,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_10355,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10355,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_10363,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10363,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_10409,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10409,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_10449,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10449,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_10484,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10484,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_10508,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10508,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_10524,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10524,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_10537,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_10537,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_11430,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11430,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_11431,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11431,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_11432,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11432,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_11480,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11480,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_11490,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11490,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_11509,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11509,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_11586,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11586,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_11587,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11587,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_11608,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11608,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_11627,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11627,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_11628,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11628,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_11653,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11653,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_11654,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11654,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_11676,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11676,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_11682,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11682,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_11683,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11683,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_11684,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11684,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_11685,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11685,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_11903,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11903,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_11960,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_11960,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12010,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12010,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12035,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12035,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12059,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12059,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_12253,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12253,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12276,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12276,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12282,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12282,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12292,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12292,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12311,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12311,nmo:hasPortrait,ex:person_16,1.0,
ex:coin_12321,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12321,nmo:hasPortrait,ex:person_17,1.0,
ex:coin_12330,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12330,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_12355,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12355,nmo:hasPortrait,ex:person_14,1.0,
ex:coin_12615,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12615,nmo:hasPortrait,ex:person_15,1.0,
ex:coin_12616,nmo:hasIssuer,ex:issuer_83,1.0,
ex:coin_12616,nmo:hasPortrait,ex:person_15,1.0,
